ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
19450	"ENSG00000137776.12"	"SLTM"	chr15	-	59175824	59175985	59171758	59172306	59179173	59179318	19450	14,225	1,0	89,96	0,0	197	99	0.870888595428	1.0	0.876,1.0	1.0,1.0	-0.062
19453	"ENSG00000176720.3"	"BOK"	chr2	+	242509539	242509703	242501762	242501891	242511711	242513546	19453	1,2	1,0	1,2	0,0	197	99	1	1.0	0.334,1.0	1.0,1.0	-0.333
19459	"ENSG00000135090.9"	"TAOK3"	chr12	-	118677031	118677077	118675877	118675974	118681219	118681321	19459	92,61	1,0	31,32	0,0	144	99	0.750859060692	1.0	0.984,1.0	1.0,1.0	-0.008
19461	"ENSG00000135090.9"	"TAOK3"	chr12	-	118650718	118650800	118639100	118639268	118651821	118651915	19461	133,136	0,0	111,108	1,0	180	99	0.530129061967	1.0	1.0,1.0	0.984,1.0	0.008
19462	"ENSG00000135090.9"	"TAOK3"	chr12	-	118673968	118674095	118673362	118673476	118675877	118675974	19462	4,0	51,35	0,0	6,10	197	99	0.379496552758	1.0	0.038,0.0	0.0,0.0	0.019
19463	"ENSG00000135090.9"	"TAOK3"	chr12	-	118734746	118734968	118704459	118704564	118796723	118796910	19463	0,0	57,28	1,1	24,21	197	99	0.112505940533	1.0	0.0,0.0	0.021,0.023	-0.022
19464	"ENSG00000135090.9"	"TAOK3"	chr12	-	118733044	118733186	118704459	118704564	118796723	118796926	19464	1,0	57,27	1,0	24,21	197	99	0.474968612191	1.0	0.009,0.0	0.021,0.0	-0.006
19465	"ENSG00000135090.9"	"TAOK3"	chr12	-	118673599	118674498	118673362	118673476	118675877	118675974	19465	0,1	45,43	0,0	16,17	197	99	0.866296449007	1.0	0.0,0.012	0.0,0.0	0.006
19467	"ENSG00000013561.13"	"RNF14"	chr5	+	141357867	141358395	141354368	141354520	141359687	141359916	19467	345,371	2,13	224,181	1,1	197	99	0.11246242076	1.0	0.989,0.935	0.991,0.989	-0.028
19468	"ENSG00000013561.13"	"RNF14"	chr5	+	141357867	141358395	141353147	141353307	141359687	141359916	19468	206,171	1,0	115,93	0,0	197	99	1	1.0	0.99,1.0	1.0,1.0	-0.005
19469	"ENSG00000013561.13"	"RNF14"	chr5	+	141350268	141350294	141348659	141348732	141353147	141353307	19469	1,3	7,10	3,2	6,4	124	99	0.369180844003	1.0	0.102,0.193	0.285,0.285	-0.137
1946	"ENSG00000132670.16"	"PTPRA"	chr20	+	2985701	2985792	2968983	2969120	2987989	2988066	1946	23,222	2,0	65,103	0,0	189	99	0.695498829968	1.0	0.858,1.0	1.0,1.0	-0.071
19472	"ENSG00000013561.13"	"RNF14"	chr5	+	141354368	141354520	141353147	141353307	141357867	141358118	19472	341,458	39,12	244,185	25,19	197	99	0.0699266456089	1.0	0.815,0.95	0.831,0.83	0.052
19473	"ENSG00000013561.13"	"RNF14"	chr5	+	141354368	141354520	141353147	141353307	141359687	141359916	19473	137,211	1,0	91,69	0,0	197	99	0.710302041713	1.0	0.986,1.0	1.0,1.0	-0.007
19474	"ENSG00000013561.13"	"RNF14"	chr5	+	141354368	141354520	141353147	141353300	141357867	141358118	19474	150,215	1,2	64,66	0,1	197	99	0.625706814696	1.0	0.987,0.982	1.0,0.971	-0.001
19477	"ENSG00000013561.13"	"RNF14"	chr5	+	141350268	141350442	141348700	141348732	141353147	141353307	19477	243,339	8,10	182,140	7,4	197	99	0.708046485189	1.0	0.939,0.945	0.929,0.946	0.004
19479	"ENSG00000031698.8"	"SARS"	chr1	+	109757168	109757227	109756553	109756750	109766599	109766670	19479	6,22	151,1192	13,11	375,467	157	99	0.323437808855	1.0	0.024,0.012	0.021,0.015	0.0
1947	"ENSG00000132670.16"	"PTPRA"	chr20	+	2936254	2936344	2928627	2928670	2944917	2944996	1947	0,0	16,27	1,1	24,17	188	99	0.439873766025	1.0	0.0,0.0	0.021,0.03	-0.026
19481	"ENSG00000031698.8"	"SARS"	chr1	+	109766578	109766670	109756603	109756750	109770973	109771054	19481	232,442	0,0	425,401	2,1	190	99	1	1.0	1.0,1.0	0.991,0.995	0.007
19482	"ENSG00000031698.8"	"SARS"	chr1	+	109766599	109766670	109756539	109756750	109770973	109771054	19482	926,1238	0,0	1186,1021	2,1	169	99	1	1.0	1.0,1.0	0.997,0.998	0.002
19483	"ENSG00000031698.8"	"SARS"	chr1	+	109779865	109779995	109779012	109779170	109780352	109780742	19483	2592,2793	2,0	786,869	0,0	197	99	1	1.0	0.998,1.0	1.0,1.0	-0.001
19486	"ENSG00000105612.4"	"DNASE2"	chr19	-	12989195	12989393	12986758	12987177	12991615	12991694	19486	13,79	1,0	38,24	0,0	197	99	0.282747306128	1.0	0.867,1.0	1.0,1.0	-0.067
19487	"ENSG00000105612.4"	"DNASE2"	chr19	-	12989483	12989648	12989195	12989393	12991615	12991694	19487	219,186	5,2	239,137	2,1	197	99	0.387216298346	1.0	0.957,0.979	0.984,0.986	-0.017
19488	"ENSG00000130402.7"	"ACTN4"	chr19	+	39195573	39195660	39191641	39191761	39196683	39196771	19488	83,735	0,2	220,248	0,0	185	99	1	1.0	1.0,0.995	1.0,1.0	-0.002
19489	"ENSG00000130402.7"	"ACTN4"	chr19	+	39208566	39208714	39207725	39207956	39212177	39212328	19489	760,746	1,1	595,473	2,1	197	99	1	1.0	0.997,0.997	0.993,0.996	0.003
19491	"ENSG00000115896.11"	"PLCL1"	chr2	+	198866675	198866732	198669425	198670063	198948481	198950956	19491	2,4	1,1	1,1	3,2	155	99	0.169506351404	1.0	0.561,0.719	0.176,0.242	0.431
19492	"ENSG00000110455.9"	"ACCS"	chr11	+	44094893	44095067	44092805	44092865	44096161	44096231	19492	39,17	3,0	17,12	1,1	197	99	0.656344466288	1.0	0.867,1.0	0.895,0.858	0.057
19493	"ENSG00000110455.9"	"ACCS"	chr11	+	44092805	44092865	44089177	44089465	44096161	44096231	19493	65,15	0,1	29,19	1,1	158	99	0.355336897706	1.0	1.0,0.904	0.948,0.923	0.016
19494	"ENSG00000110455.9"	"ACCS"	chr11	+	44104973	44105127	44104718	44104861	44105244	44105764	19494	89,32	0,0	48,29	2,1	197	99	0.128708341119	1.0	1.0,1.0	0.923,0.936	0.071
19496	"ENSG00000110455.9"	"ACCS"	chr11	+	44094996	44095067	44092805	44092865	44096161	44096231	19496	34,18	3,0	16,11	1,1	169	99	0.661144348206	1.0	0.869,1.0	0.904,0.866	0.049
19497	"ENSG00000110455.9"	"ACCS"	chr11	+	44103614	44103734	44102728	44102870	44104718	44104861	19497	6,0	38,19	3,3	30,19	197	99	0.744241524145	1.0	0.074,0.0	0.048,0.074	-0.024
19498	"ENSG00000110455.9"	"ACCS"	chr11	+	44092332	44092466	44089177	44089465	44092805	44092865	19498	3,3	58,23	0,1	12,13	197	99	0.492668625002	1.0	0.025,0.062	0.0,0.037	0.025
19500	"ENSG00000110455.9"	"ACCS"	chr11	+	44094996	44095085	44092805	44092865	44096161	44096231	19500	14,12	3,0	8,7	1,1	187	99	0.87274618875	1.0	0.712,1.0	0.809,0.787	0.058
19501	"ENSG00000110455.9"	"ACCS"	chr11	+	44105103	44105127	44104718	44104861	44105244	44105772	19501	3,11	1,1	4,3	1,1	122	99	0.694603258332	1.0	0.709,0.899	0.764,0.709	0.068
19503	"ENSG00000048707.9"	"VPS13D"	chr1	+	12488851	12488928	12476712	12476880	12516053	12516186	19503	2,0	99,78	0,0	17,23	175	99	0.933670374384	1.0	0.011,0.0	0.0,0.0	0.005
19504	"ENSG00000048707.9"	"VPS13D"	chr1	+	12418514	12418657	12416454	12416581	12422775	12422906	19504	56,84	0,0	77,56	1,1	197	99	0.450024209692	1.0	1.0,1.0	0.975,0.966	0.03
19506	"ENSG00000048707.9"	"VPS13D"	chr1	+	12516053	12516186	12476712	12476880	12520255	12520451	19506	245,200	0,2	189,147	0,0	197	99	0.580113166075	1.0	1.0,0.98	1.0,1.0	-0.01
19508	"ENSG00000048707.9"	"VPS13D"	chr1	+	12402473	12402718	12401839	12401942	12402955	12403108	19508	3,1	23,26	0,0	13,14	197	99	0.57461106005	1.0	0.062,0.019	0.0,0.0	0.041
1950	"ENSG00000244306.5"	"CTD-2314B22.3"	chr14	-	19923012	19923123	19921590	19921738	19925239	19925346	1950	24,9	4,7	11,9	4,3	197	99	0.924461330909	1.0	0.751,0.393	0.58,0.601	-0.018
19510	"ENSG00000048707.9"	"VPS13D"	chr1	+	12316389	12316560	12313778	12313883	12317043	12317144	19510	79,51	1,0	28,32	0,0	197	99	1	1.0	0.975,1.0	1.0,1.0	-0.012
19512	"ENSG00000048707.9"	"VPS13D"	chr1	+	12510637	12510750	12476712	12476880	12516053	12516186	19512	6,14	113,114	7,4	75,46	197	99	0.791468163433	1.0	0.026,0.058	0.045,0.042	-0.001
19513	"ENSG00000048707.9"	"VPS13D"	chr1	+	12476712	12476880	12475139	12475274	12516053	12516186	19513	187,149	1,0	9,10	0,0	197	99	1	1.0	0.989,1.0	1.0,1.0	-0.006
19515	"ENSG00000048707.9"	"VPS13D"	chr1	+	12462620	12462755	12461660	12461757	12463877	12464001	19515	0,0	43,54	3,2	58,39	197	99	0.0879778221936	1.0	0.0,0.0	0.025,0.025	-0.025
19517	"ENSG00000048707.9"	"VPS13D"	chr1	+	12316332	12316560	12313790	12313883	12317043	12317144	19517	55,30	1,0	20,22	0,0	197	99	1	1.0	0.965,1.0	1.0,1.0	-0.018
19518	"ENSG00000048707.9"	"VPS13D"	chr1	+	12316403	12316560	12313790	12313883	12317043	12317144	19518	55,30	1,0	15,14	0,0	197	99	1	1.0	0.965,1.0	1.0,1.0	-0.018
19519	"ENSG00000048707.9"	"VPS13D"	chr1	+	12374171	12374384	12371869	12371982	12378128	12378394	19519	91,62	0,1	17,23	0,0	197	99	1	1.0	1.0,0.969	1.0,1.0	-0.016
19520	"ENSG00000174371.12"	"EXO1"	chr1	+	242045217	242045319	242042050	242042645	242048615	242048809	19520	502,1206	0,2	476,396	1,1	197	99	1	1.0	1.0,0.997	0.996,0.995	0.003
19521	"ENSG00000174371.12"	"EXO1"	chr1	+	242012410	242012507	242012252	242012329	242013710	242013888	19521	63,72	51,78	23,24	29,35	195	99	0.17429463518	1.0	0.385,0.319	0.287,0.258	0.08
19522	"ENSG00000174371.12"	"EXO1"	chr1	+	242017874	242018083	242016659	242016783	242020646	242020784	19522	0,2	132,373	1,0	177,135	197	99	1	1.0	0.0,0.003	0.003,0.0	0.0
19523	"ENSG00000174371.12"	"EXO1"	chr1	+	242015512	242015593	242013710	242013888	242016659	242016783	19523	0,8	1,2	0,1	2,2	179	99	0.159493806099	1.0	0.0,0.689	0.0,0.217	0.236
19524	"ENSG00000174371.12"	"EXO1"	chr1	+	242012413	242012518	242012032	242012329	242015593	242015713	19524	0,31	0,2	5,5	1,1	197	99	1	1.0	NA,0.886	0.715,0.715	0.171
19525	"ENSG00000174371.12"	"EXO1"	chr1	+	242012413	242012518	242012032	242012329	242013710	242013888	19525	106,229	41,67	107,87	44,39	197	99	0.18147163033	1.0	0.565,0.632	0.55,0.529	0.059
19527	"ENSG00000174371.12"	"EXO1"	chr1	+	242015512	242015713	242013710	242013888	242016659	242016783	19527	50,425	1,2	93,133	2,2	197	99	0.164827907151	1.0	0.962,0.991	0.959,0.971	0.011
19528	"ENSG00000174371.12"	"EXO1"	chr1	+	242012413	242012507	242012032	242012329	242013710	242013888	19528	6,29	51,78	5,5	29,35	192	99	0.330102369181	1.0	0.057,0.161	0.082,0.069	0.033
19529	"ENSG00000174371.12"	"EXO1"	chr1	+	242012410	242012518	242012252	242012329	242015593	242015713	19529	43,67	0,2	16,18	1,1	197	99	0.15209948771	1.0	1.0,0.944	0.889,0.9	0.077
1952	"ENSG00000244306.5"	"CTD-2314B22.3"	chr14	-	19923058	19923123	19921590	19921738	19925239	19925346	1952	0,1	0,7	1,1	2,2	163	99	1	1.0	NA,0.08	0.233,0.233	-0.153
19530	"ENSG00000174371.12"	"EXO1"	chr1	+	242012410	242012518	242012252	242012329	242013710	242013888	19530	161,269	41,67	136,111	44,39	197	99	0.135667430125	1.0	0.664,0.669	0.608,0.589	0.068
19531	"ENSG00000174371.12"	"EXO1"	chr1	+	242015690	242015713	242013710	242013888	242016659	242016783	19531	23,113	6,0	41,41	2,2	121	99	0.656893823511	1.0	0.758,1.0	0.944,0.944	-0.065
19532	"ENSG00000174371.12"	"EXO1"	chr1	+	242015593	242015713	242013710	242013888	242016659	242016783	19532	235,608	9,1	310,247	3,3	197	99	0.79514346109	1.0	0.929,0.997	0.981,0.976	-0.015
19533	"ENSG00000174371.12"	"EXO1"	chr1	+	242017880	242018083	242016659	242016783	242020646	242020784	19533	0,5	218,327	1,1	158,124	197	99	1	1.0	0.0,0.008	0.003,0.004	0.001
19534	"ENSG00000174371.12"	"EXO1"	chr1	+	242013710	242013888	242012032	242012329	242015593	242015713	19534	89,218	0,2	95,88	1,1	197	99	0.489757498546	1.0	1.0,0.982	0.979,0.978	0.013
19535	"ENSG00000174371.12"	"EXO1"	chr1	+	242013710	242013888	242012413	242012518	242015593	242015713	19535	72,386	5,1	83,101	0,0	197	99	0.900433264725	1.0	0.879,0.995	1.0,1.0	-0.063
19536	"ENSG00000174371.12"	"EXO1"	chr1	+	242015350	242015593	242013710	242013888	242016659	242016783	19536	3,3	7,0	0,1	2,2	197	99	0.496459379745	1.0	0.177,1.0	0.0,0.201	0.488
19537	"ENSG00000174371.12"	"EXO1"	chr1	+	242015350	242015404	242013710	242013888	242015593	242015713	19537	2,2	49,166	1,1	51,51	152	99	0.802384037297	1.0	0.026,0.008	0.013,0.013	0.004
19541	"ENSG00000267385.1"	"CTB-50L17.14"	chr19	-	4531638	4531834	4528438	4529878	4534026	4534107	19541	0,0	0,1	1,1	0,0	197	99	1	1.0	NA,0.0	1.0,1.0	-1.0
19542	"ENSG00000204387.8"	"C6orf48"	chr6	+	31804075	31804294	31803187	31803228	31805012	31805212	19542	156,125	120,122	292,176	208,128	197	99	0.232502405373	1.0	0.395,0.34	0.414,0.409	-0.044
19543	"ENSG00000204387.8"	"C6orf48"	chr6	+	31803187	31803239	31802694	31802977	31805012	31805212	19543	477,260	0,0	939,686	1,1	150	99	1	1.0	1.0,1.0	0.998,0.998	0.002
19544	"ENSG00000204387.8"	"C6orf48"	chr6	+	31803187	31803228	31802384	31802977	31805012	31805212	19544	582,345	0,0	1112,818	1,1	139	99	1	1.0	1.0,1.0	0.999,0.998	0.002
19545	"ENSG00000204387.8"	"C6orf48"	chr6	+	31804071	31804294	31803187	31803228	31805012	31805212	19545	151,122	120,122	282,169	208,128	197	99	0.257713112476	1.0	0.387,0.334	0.405,0.399	-0.041
19546	"ENSG00000204387.8"	"C6orf48"	chr6	+	31804189	31804294	31803187	31803228	31805012	31805212	19546	120,97	95,102	275,169	202,122	197	99	0.172266391445	1.0	0.388,0.323	0.406,0.41	-0.052
19547	"ENSG00000204387.8"	"C6orf48"	chr6	+	31804200	31804294	31803187	31803228	31805012	31805212	19547	244,170	120,122	394,239	208,128	192	99	0.522435419615	1.0	0.512,0.418	0.494,0.491	-0.028
19548	"ENSG00000120314.14"	"WDR55"	chr5	+	140047999	140048087	140047818	140047919	140048196	140048376	19548	63,159	2,0	94,86	0,0	186	99	0.73116955636	1.0	0.944,1.0	1.0,1.0	-0.028
19549	"ENSG00000204256.8"	"BRD2"	chr6	+	32938527	32938771	32938014	32938210	32939371	32939828	19549	3,0	0,0	1,2	1,0	197	99	1	1.0	1.0,NA	0.334,1.0	0.333
19550	"ENSG00000204256.8"	"BRD2"	chr6	+	32938527	32938771	32937095	32937129	32939371	32939828	19550	0,1	0,0	0,0	5,5	197	99	1	1.0	NA,1.0	0.0,0.0	1.0
19553	"ENSG00000204256.8"	"BRD2"	chr6	+	32945218	32945347	32944338	32944713	32945533	32945782	19553	580,1266	1,0	739,614	1,0	197	99	1	1.0	0.997,1.0	0.997,1.0	0.0
19554	"ENSG00000204256.8"	"BRD2"	chr6	+	32942238	32942542	32939993	32940704	32942797	32942889	19554	202,156	0,1	35,32	0,0	197	99	0.390551383315	1.0	1.0,0.987	1.0,1.0	-0.006
19555	"ENSG00000204256.8"	"BRD2"	chr6	+	32942797	32942889	32942238	32942542	32943160	32943298	19555	258,172	364,650	206,156	332,250	190	99	0.0739631810262	1.0	0.27,0.121	0.244,0.245	-0.049
19560	"ENSG00000204256.8"	"BRD2"	chr6	+	32945036	32945347	32944338	32944713	32945533	32945782	19560	383,820	1,0	454,377	1,0	197	99	1	1.0	0.995,1.0	0.996,1.0	-0.0
19562	"ENSG00000204256.8"	"BRD2"	chr6	+	32938527	32938574	32938014	32938210	32939371	32939825	19562	2,0	0,0	1,1	1,0	145	99	1	1.0	1.0,NA	0.406,1.0	0.297
19563	"ENSG00000204256.8"	"BRD2"	chr6	+	32938527	32938574	32937095	32937129	32939371	32939825	19563	0,2	0,0	0,0	5,5	145	99	1	1.0	NA,1.0	0.0,0.0	1.0
19564	"ENSG00000204256.8"	"BRD2"	chr6	+	32945193	32945347	32944345	32944713	32945533	32945678	19564	361,794	1,0	439,360	1,0	197	99	1	1.0	0.995,1.0	0.995,1.0	0.0
1956	"ENSG00000100105.13"	"PATZ1"	chr22	-	31724772	31724845	31721794	31723295	31731677	31731849	1956	3,0	7,7	4,3	9,5	171	99	0.404511384019	1.0	0.199,0.0	0.205,0.258	-0.132
19576	"ENSG00000090054.9"	"SPTLC1"	chr9	-	94808556	94808616	94808280	94808335	94809453	94809550	19576	10,3	167,237	4,2	189,136	158	99	0.372994027742	1.0	0.036,0.008	0.013,0.009	0.011
19577	"ENSG00000090054.9"	"SPTLC1"	chr9	-	94877203	94877348	94874736	94874844	94877595	94877664	19577	9,0	101,92	7,4	88,69	197	99	0.393983926695	1.0	0.043,0.0	0.038,0.028	-0.012
19579	"ENSG00000090054.9"	"SPTLC1"	chr9	-	94839079	94839317	94830247	94830380	94842297	94842370	19579	2,5	148,259	5,3	166,134	197	99	0.399392365925	1.0	0.007,0.01	0.015,0.011	-0.004
1957	"ENSG00000100105.13"	"PATZ1"	chr22	-	31724772	31724910	31721789	31723295	31731677	31731849	1957	4,3	7,7	4,3	9,5	197	99	0.903656272176	1.0	0.223,0.177	0.183,0.232	-0.008
19580	"ENSG00000090054.9"	"SPTLC1"	chr9	-	94800529	94800647	94797091	94797165	94808280	94808335	19580	220,328	1,0	80,104	0,0	197	99	1	1.0	0.991,1.0	1.0,1.0	-0.004
19581	"ENSG00000090054.9"	"SPTLC1"	chr9	-	94811356	94811515	94809894	94809990	94812241	94812349	19581	1,2	10,122	0,0	27,34	197	99	0.647657206779	1.0	0.048,0.008	0.0,0.0	0.028
19582	"ENSG00000116793.11"	"PHTF1"	chr1	-	114248511	114248784	114247287	114247419	114249215	114249344	19582	65,41	2,1	12,10	0,0	197	99	1	1.0	0.942,0.954	1.0,1.0	-0.052
19583	"ENSG00000116793.11"	"PHTF1"	chr1	-	114267380	114267515	114255900	114256060	114269039	114269196	19583	139,98	2,0	113,92	1,1	197	99	0.855852178336	1.0	0.972,1.0	0.983,0.979	0.005
19584	"ENSG00000116793.11"	"PHTF1"	chr1	-	114281351	114281421	114269039	114269196	114300320	114300377	19584	40,25	1,0	24,27	0,0	168	99	1	1.0	0.959,1.0	1.0,1.0	-0.02
19585	"ENSG00000116793.11"	"PHTF1"	chr1	-	114255900	114256060	114254561	114254735	114267380	114267515	19585	130,106	4,1	104,86	3,2	197	99	0.695692597965	1.0	0.942,0.982	0.946,0.956	0.011
19587	"ENSG00000116793.11"	"PHTF1"	chr1	-	114292127	114292211	114281351	114281421	114300320	114300377	19587	17,14	17,61	24,17	44,32	182	99	0.710618391596	1.0	0.352,0.111	0.229,0.224	0.005
19588	"ENSG00000213186.3"	"TRIM59"	chr3	-	160166513	160166583	160156636	160156974	160167232	160167401	19588	52,49	5,2	42,28	1,1	168	99	0.566589606708	1.0	0.86,0.935	0.961,0.943	-0.054
1958	"ENSG00000114423.14"	"CBLB"	chr3	-	105400322	105400454	105397274	105397415	105400567	105400662	1958	42,67	2,2	52,33	4,4	197	99	0.167955769885	1.0	0.913,0.944	0.867,0.806	0.092
19590	"ENSG00000213186.3"	"TRIM59"	chr3	-	160166513	160166583	160156636	160156974	160167259	160167513	19590	22,40	0,2	35,25	1,0	168	99	0.80594972752	1.0	1.0,0.922	0.954,1.0	-0.016
19591	"ENSG00000213186.3"	"TRIM59"	chr3	-	160166513	160166583	160156636	160156974	160167471	160167548	19591	39,45	3,0	42,28	2,1	168	99	0.849767179072	1.0	0.885,1.0	0.925,0.943	0.009
19592	"ENSG00000213186.3"	"TRIM59"	chr3	-	160165519	160165630	160156628	160156974	160166513	160166583	19592	0,1	23,37	1,0	28,22	197	99	0.816798999861	1.0	0.0,0.013	0.018,0.0	-0.002
19594	"ENSG00000205726.9"	"ITSN1"	chr21	+	35144364	35144627	35138178	35138316	35147032	35147182	19594	1,30	2,0	6,8	0,0	197	99	1	1.0	0.201,1.0	1.0,1.0	-0.399
19599	"ENSG00000205726.9"	"ITSN1"	chr21	+	35129091	35129378	35127601	35127702	35134226	35134290	19599	1,1	5,5	1,1	3,3	197	99	0.588608900257	1.0	0.091,0.091	0.143,0.143	-0.052
19602	"ENSG00000205726.9"	"ITSN1"	chr21	+	35199121	35199167	35191544	35191627	35201927	35202049	19602	0,1	0,2	1,1	1,1	144	99	1	1.0	NA,0.256	0.407,0.407	-0.151
19603	"ENSG00000205726.9"	"ITSN1"	chr21	+	35140016	35140132	35138178	35138316	35144364	35144627	19603	29,53	7,3	27,22	2,1	197	99	0.666572688428	1.0	0.676,0.899	0.872,0.917	-0.107
19610	"ENSG00000197746.9"	"PSAP"	chr10	-	73578814	73578868	73578378	73578481	73579221	73579379	19610	28,557	0,2	163,192	2,2	152	99	0.171038481563	1.0	1.0,0.995	0.982,0.984	0.015
19612	"ENSG00000197746.9"	"PSAP"	chr10	-	73587770	73587893	73585593	73585650	73588633	73588834	19612	419,518	4,5	192,208	0,0	197	99	0.208322513722	1.0	0.981,0.981	1.0,1.0	-0.019
19614	"ENSG00000197746.9"	"PSAP"	chr10	-	73594128	73594262	73591602	73591677	73610938	73611126	19614	1166,1922	0,1	1479,1092	2,1	197	99	1	1.0	1.0,0.999	0.997,0.998	0.002
19615	"ENSG00000197746.9"	"PSAP"	chr10	-	73577324	73577459	73576054	73577233	73578373	73578481	19615	6,1	1597,1896	2,2	1029,961	197	99	1	1.0	0.002,0.0	0.001,0.001	0.0
19616	"ENSG00000197746.9"	"PSAP"	chr10	-	73578787	73578868	73578373	73578481	73579221	73579340	19616	1535,2830	7,1	1836,1340	4,4	179	99	1	1.0	0.992,0.999	0.996,0.995	0.0
19617	"ENSG00000197746.9"	"PSAP"	chr10	-	73583644	73583653	73581632	73581764	73585593	73585650	19617	0,4	797,654	0,0	227,300	107	99	1	1.0	0.0,0.006	0.0,0.0	0.003
19618	"ENSG00000197746.9"	"PSAP"	chr10	-	73585593	73585650	73581632	73581764	73587770	73587914	19618	1248,1615	0,0	1556,1209	2,1	155	99	1	1.0	1.0,1.0	0.998,0.999	0.002
19619	"ENSG00000197746.9"	"PSAP"	chr10	-	73587770	73587914	73585593	73585650	73588633	73588834	19619	2654,3015	0,6	1688,1063	1,1	197	99	1	1.0	1.0,0.996	0.999,0.998	-0.0
1961	"ENSG00000114423.14"	"CBLB"	chr3	-	105468465	105468609	105464760	105464882	105470305	105470462	1961	0,4	9,2	1,0	8,6	197	99	0.550228226056	1.0	0.0,0.501	0.059,0.0	0.221
19620	"ENSG00000197746.9"	"PSAP"	chr10	-	73577324	73577387	73576054	73577233	73578373	73578481	19620	2,0	1347,1761	1,0	947,891	161	99	1	1.0	0.001,0.0	0.001,0.0	0.0
19622	"ENSG00000128346.6"	"C22orf23"	chr22	-	38343287	38343470	38341048	38341180	38349053	38349165	19622	0,5	4,0	1,1	0,0	197	99	1	1.0	0.0,1.0	1.0,1.0	-0.5
19623	"ENSG00000166483.6"	"WEE1"	chr11	+	9599380	9599442	9598688	9598810	9603078	9603225	19623	0,2	187,153	0,0	48,53	160	99	1	1.0	0.0,0.008	0.0,0.0	0.004
19624	"ENSG00000166483.6"	"WEE1"	chr11	+	9599343	9599442	9598688	9598810	9603078	9603225	19624	5,0	206,155	2,2	111,99	197	99	0.674339474089	1.0	0.012,0.0	0.009,0.01	-0.003
19626	"ENSG00000137942.12"	"FNBP1L"	chr1	+	93988900	93989048	93987638	93987692	93989817	93989880	19626	37,16	1,0	18,15	0,0	197	99	1	1.0	0.949,1.0	1.0,1.0	-0.026
19627	"ENSG00000137942.12"	"FNBP1L"	chr1	+	94001888	94002047	94000310	94000465	94009663	94009773	19627	1,0	1,45	0,0	5,9	197	99	0.0978514164319	1.0	0.334,0.0	0.0,0.0	0.167
19634	"ENSG00000125633.6"	"CCDC93"	chr2	-	118758396	118758508	118753839	118753938	118764297	118764392	19634	39,78	0,1	31,30	0,0	197	99	1	1.0	1.0,0.975	1.0,1.0	-0.012
19637	"ENSG00000175294.5"	"CATSPER1"	chr11	-	65788034	65788098	65787787	65787860	65788281	65788425	19637	3,2	2,2	3,3	1,0	162	99	0.33903269197	1.0	0.478,0.379	0.647,1.0	-0.395
1963	"ENSG00000115970.14"	"THADA"	chr2	-	43822785	43822960	43819455	43819555	43823069	43823146	1963	5,0	25,22	1,1	4,5	197	99	0.175714018092	1.0	0.091,0.0	0.112,0.091	-0.056
19644	"ENSG00000078061.8"	"ARAF"	chrX	+	47426087	47426179	47424650	47424749	47426282	47426310	19644	52,38	2,0	9,10	0,0	190	99	1	1.0	0.931,1.0	1.0,1.0	-0.034
19645	"ENSG00000078061.8"	"ARAF"	chrX	+	47426037	47426179	47424650	47424749	47426282	47426310	19645	97,90	2,0	77,101	0,0	197	99	0.461167362398	1.0	0.961,1.0	1.0,1.0	-0.02
19646	"ENSG00000078061.8"	"ARAF"	chrX	+	47422080	47422161	47420620	47420650	47422307	47422462	19646	4,5	22,60	3,3	40,26	179	99	0.956751192741	1.0	0.091,0.044	0.04,0.06	0.018
19647	"ENSG00000078061.8"	"ARAF"	chrX	+	47426022	47426179	47424650	47424749	47426282	47426310	19647	57,43	2,0	24,35	0,0	197	99	1	1.0	0.935,1.0	1.0,1.0	-0.032
19648	"ENSG00000078061.8"	"ARAF"	chrX	+	47426087	47426310	47424650	47424749	47426384	47426530	19648	0,17	2,0	4,6	0,0	197	99	0.0704790493636	1.0	0.0,1.0	1.0,1.0	-0.5
19649	"ENSG00000078061.8"	"ARAF"	chrX	+	47426282	47426310	47424650	47424749	47426384	47426530	19649	64,42	2,0	19,29	0,0	126	99	0.486799279552	1.0	0.962,1.0	1.0,1.0	-0.019
19650	"ENSG00000108828.11"	"VAT1"	chr17	-	41168323	41168565	41167915	41168161	41169857	41169947	19650	165,785	0,3	323,274	0,0	197	99	1	1.0	1.0,0.992	1.0,1.0	-0.004
19652	"ENSG00000108828.11"	"VAT1"	chr17	-	41169857	41169947	41168323	41168565	41170052	41170223	19652	408,349	0,2	126,141	0,0	188	99	0.925620819902	1.0	1.0,0.989	1.0,1.0	-0.006
19654	"ENSG00000178295.10"	"GEN1"	chr2	+	17952262	17952365	17950004	17950078	17953900	17954051	19654	3,17	2,0	5,5	1,1	197	99	0.780693153148	1.0	0.43,1.0	0.715,0.715	0.0
